lat,lng,hour,zone,lat_rad,lng_rad,hour_sin,hour_cos,cluster,iso_score,iso_pred,anomaly
18.113486856612045,83.39542131244865,8,known,0.3161399846645982,1.4555246829900796,0.8660254037844387,-0.4999999999999998,0,0.10004863903647626,1,False
18.11094694279532,83.39772845028604,11,known,0.31609565480577945,1.4555649501416394,0.258819045102521,-0.9659258262890682,0,0.13898185484334435,1,False
18.114090754152404,83.40221157617896,8,known,0.31615052466502214,1.4556431954492524,0.8660254037844387,-0.4999999999999998,0,0.09653584443876756,1,False
18.11759211942563,83.39422691912691,12,known,0.31621163501735494,1.4555038368940514,1.2246467991473532e-16,-1.0,0,0.1253233061435141,1,False
18.110563386501106,83.39306602558842,11,known,0.31608896048557866,1.4554835754795399,0.258819045102521,-0.9659258262890682,0,0.13146964470768918,1,False
18.110563452172205,83.39429297182566,15,known,0.31608896163175554,1.4555049897311245,-0.7071067811865471,-0.7071067811865479,0,0.13638996510812879,1,False
18.117816851262027,83.3999616084708,15,known,0.31621555732783413,1.4556039261046816,-0.7071067811865471,-0.7071067811865479,0,0.12914552885875896,1,False
18.11456973891661,83.39761500443863,14,known,0.3161588845262245,1.4555629701380797,-0.4999999999999997,-0.8660254037844388,0,0.14734700716803106,1,False
18.10962210245626,83.39418095918492,10,known,0.3160725319797996,1.4555030347417397,0.49999999999999994,-0.8660254037844387,0,0.12216732625150606,1,False
18.113670240174343,83.39835306973245,8,known,0.31614318531155433,1.4555758518075514,0.8660254037844387,-0.4999999999999998,0,0.109663114805646,1,False
18.10964632922875,83.39668831019739,8,known,0.3160729548167467,1.4555467962724107,0.8660254037844387,-0.4999999999999998,0,0.1096410808979536,1,False
18.10963708098572,83.40017457996213,19,known,0.3160727934044558,1.455607643158418,-0.9659258262890684,0.2588190451025203,0,0.13543352685307708,1,False
18.112467849086265,83.39349178762448,18,known,0.31612219962817073,1.455491006428899,-1.0,-1.8369701987210297e-16,0,0.10591762047721359,1,False
18.10384687902137,83.3949893514136,10,known,0.3159717353158224,1.4555171438477779,0.49999999999999994,-0.8660254037844387,0,0.08942263818480961,1,False
18.104600328669942,83.39473156738747,13,known,0.315984885492938,1.4555126446677626,-0.2588190451025208,-0.9659258262890683,0,0.12648059139037848,1,False
18.10925084988304,83.39044594020747,14,known,0.31606605240004043,1.4554378463629587,-0.4999999999999997,-0.8660254037844388,0,0.12292508360142435,1,False
18.10744867551866,83.39748448110825,13,known,0.316034598523687,1.4555606920762136,-0.2588190451025208,-0.9659258262890683,0,0.14800618505285906,1,False
18.112756989330386,83.39734422108872,13,known,0.31612724607743065,1.4555582440770638,-0.2588190451025208,-0.9659258262890683,0,0.1497393955822232,1,False
18.107867903697915,83.39632045382656,13,known,0.3160419154357321,1.4555403759675651,-0.2588190451025208,-0.9659258262890683,0,0.14636613476104293,1,False
18.105850785194654,83.3953616514665,10,known,0.3160067100764473,1.4555236417095063,0.49999999999999994,-0.8660254037844387,0,0.10306646934290115,1,False
18.117362595075686,83.39063851703179,13,known,0.31620762906173494,1.4554412074626062,-0.2588190451025208,-0.9659258262890683,0,0.13395028691017818,1,False
18.110596894798054,83.39461741870893,15,known,0.3160895453156871,1.4555106523974854,-0.7071067811865471,-0.7071067811865479,0,0.14174381374241096,1,False
18.11177011281875,83.39492914193389,18,known,0.316110021832992,1.4555160929941158,-1.0,-1.8369701987210297e-16,0,0.11172724788279575,1,False
18.105801007255145,83.3930908909231,18,known,0.316005841287508,1.4554840094614996,-1.0,-1.8369701987210297e-16,0,0.08969004948226306,1,False
18.109322469101897,83.39565485715333,9,known,0.3160673023912172,1.455528759114127,0.7071067811865476,-0.7071067811865475,0,0.10584582235742807,1,False
18.11194369035884,83.39791620342726,12,known,0.3161130513325741,1.4555682270521346,1.2246467991473532e-16,-1.0,0,0.14371641063436785,1,False
18.10689602569031,83.40384474360484,8,known,0.31602495296457167,1.4556716995980703,0.8660254037844387,-0.4999999999999998,0,0.07532684157585434,1,False
18.11300279207338,83.39699831125132,19,known,0.3161315361446064,1.4555522068114863,-0.9659258262890684,0.2588190451025203,0,0.1306291175404305,1,False
18.109097445240323,83.3973302015629,8,known,0.31606337498393716,1.4555579993901788,0.8660254037844387,-0.4999999999999998,0,0.1056907966818742,1,False
18.110333225000826,83.39600221633694,12,known,0.3160849434095874,1.455534821675568,1.2246467991473532e-16,-1.0,0,0.1392573514032291,1,False
18.10909317355108,83.3886249151388,19,known,0.31606330042889524,1.4554060634797492,-0.9659258262890684,0.2588190451025203,0,0.0878180442165114,1,False
18.118909112738034,83.3961939444982,10,known,0.31623462088688314,1.4555381679632506,0.49999999999999994,-0.8660254037844387,0,0.11867367931526301,1,False
18.111446011101048,83.39654092083975,11,known,0.31610436519090673,1.4555442238428375,0.258819045102521,-0.9659258262890682,0,0.13910612985816662,1,False
18.107269156284172,83.40615296844994,10,known,0.31603146532197446,1.4557119857214937,0.49999999999999994,-0.8660254037844387,0,0.08220031997202737,1,False
18.114790179648413,83.39553055614087,8,known,0.3161627319427999,1.455526589652196,0.8660254037844387,-0.4999999999999998,0,0.10187724693229322,1,False
18.106616625400115,83.39750618936934,8,known,0.31602007650957675,1.4555610709568445,0.8660254037844387,-0.4999999999999998,0,0.08753151372758072,1,False
18.11233545438002,83.39616115292118,19,known,0.31611988890463455,1.455537595642265,-0.9659258262890684,0.2588190451025203,0,0.13544919291589674,1,False
18.10366131950448,83.39162528784952,19,known,0.3159684966912943,1.4554584298623383,-0.9659258262890684,0.2588190451025203,0,0.07505339553431511,1,False
18.106187255804407,83.40087129125806,12,known,0.3160125825964237,1.4556198030644678,1.2246467991473532e-16,-1.0,0,0.12819344106742014,1,False
